name,party_name,status,state,constituency
MOHD MUNWAR HUSSAIN, Rashtra Samanya Praja Party, Rejected, Telangana, Zahirabad
AFSAR KHAN YASEEN KHA, Vanchit Bahujan  Aaghadi, Accepted, Maharashtra, Aurangabad
KARRA SIVA, Pyramid Party of India, Accepted, Andhra Pradesh, Thirupathi(SC)
GADEPAKA YELLAIAH, Independent, Rejected, Telangana, Secunderabad
POGAAKU HANUMANTH REDDY, Pyramid Party of India, Rejected, Andhra Pradesh, Kadapa
B K KAMALAMMA, Telugu Desam, Rejected, Andhra Pradesh, Hindupur
SRIBHARAT MATHUKUMILI, Telugu Desam, Accepted, Andhra Pradesh, Visakhapatnam
P. VENKATRAMA REDDY, Bharat Rashtra Samithi, Accepted, Telangana, Medak
THALLAPELLY RAJITHA, Independent, Rejected, Telangana, Malkajgiri
BODA PRASHANTH, Independent, Accepted, Telangana, Mahabubabad
"KONGARI, MALLAIAH", Independent, Rejected, Telangana, Bhongir
PULLANGARI SANDEEP KUMAR REDDY, Independent, Accepted, Telangana, Mahbubnagar
PRABHAKARAAREDDY POREDDI, Independent, Rejected, Andhra Pradesh, Kadapa
ARPANA HANS, Jharkhand Party, Accepted, Jharkhand, Khunti
RAMAM RAMANJANEYULU, Rashtriya Praja Congress  (Secular), Rejected, Andhra Pradesh, Hindupur
SYED  NAVEED, Indian National Congress, Withdrawn, Andhra Pradesh, Kurnoolu
KOTAGIRI SRINIVAS, Yuga Thulasi Party, Rejected, Andhra Pradesh, Rajahmundry
KONDAPARTHI PARVATHI DEVI, Independent, Rejected, Telangana, Malkajgiri
REKALA SAIDULU, Independent, Withdrawn, Telangana, Malkajgiri
BUDILI DHANUNJAYA, National Nava Kranthi Party, Accepted, Andhra Pradesh, Hindupur
JARAR KHAN, Independent, Rejected, Uttar Pradesh, Kannauj
KAVITHA MALOTH, Bharat Rashtra Samithi, Accepted, Telangana, Mahabubabad
RAMCHANDAR NICHHAKOLA, Dalita Bahujana Party, Accepted, Telangana, Peddapalle
SRIKANTH PILLELA, Independent, Withdrawn, Telangana, Mahbubnagar
SUBHASH CHANDRA, Independent, Rejected, Uttar Pradesh, Kanpur
SWAMI PARIPOORNANANDA SARASWATHI, Bharatiya Janata Party, Rejected, Andhra Pradesh, Hindupur
MOHD ANWAR, All India Azaad Congress Party, Rejected, Telangana, Malkajgiri
ASHOK TALARI, Independent, Accepted, Telangana, Zahirabad
DARELLI KUMARI, Jana Rajyam Party, Rejected, Andhra Pradesh, Vijayawada
KAMESHWAR BAITHA, Bahujan Samaj Party, Accepted, Jharkhand, Palamau
DR. DEVYANI PANDIT, Independent, Accepted, Maharashtra, Pune
RAMESH AWASTHI, Bharatiya Janata Party, Accepted, Uttar Pradesh, Kanpur
KAMBLE MAROTI DASHARATH, Independent, Accepted, Maharashtra, Jalna
DILIP THAKKAR, Independent, Withdrawn, Madhya Pradesh, INDORE
B R AHIRWAR, Bahujan Samaj Party, Accepted, Uttar Pradesh, Misrikh
P. VENKATRAMA REDDY, Bharat Rashtra Samithi, Accepted, Telangana, Medak
AFSAR KHAN YASEEN KHA, Independent, Accepted, Maharashtra, Aurangabad
PARASA ESTERU RANI, Independent, Rejected, Andhra Pradesh, Guntur
RAMESH AWASTHI, Bharatiya Janata Party, Accepted, Uttar Pradesh, Kanpur
PANDITI. GURAPPA., Bahujan Samaj Party, Accepted, Andhra Pradesh, Kadapa
MEKALA SUMAN, Dharma Samaj Party, Accepted, Telangana, Warangal
MADAVARAPU NAGA RAJU, Independent, Accepted, Andhra Pradesh, Guntur
SHAIK JOHNY SAIDA, Independent, Rejected, Andhra Pradesh, Narsaraopet
SYED MURSHAD PEER QUADRI, Indian National Congress, Rejected, Andhra Pradesh, Kurnoolu
AMOD KUMAR, Independent, Rejected, Bihar, Ujiarpur
S N UDAYA LAXMI, Indian Praja Congress, Rejected, Telangana, Malkajgiri
HAKIKAT SINGH, Jammu & Kashmir National Panthers Party (Bhim), Accepted, Jammu and Kashmir, SRINAGAR
LAGUDU. GOVINDA RAO, Independent, Accepted, Andhra Pradesh, Visakhapatnam
RAJENDRA RADHAKISHAN MALVIYA, Indian National Congress, Accepted, Madhya Pradesh, DEWAS
LINGALA SRINIVAS, Independent, Withdrawn, Telangana, Nalgonda
RAJENDRA MAJHI, Communist Party of India  (Marxist-Leninist)  (Liberation), Withdrawn, Odisha, Koraput
PROF. DR. ASHISH SUBHASH JADHAV, Independent, Accepted, Maharashtra, Raver
ALOK MISHRA, Independent, Accepted, Uttar Pradesh, Kanpur
PURUSHOTTAM TIWARI, Independent, Accepted, Uttar Pradesh, Kannauj
GANGARAM, Independent, Rejected, Telangana, Zahirabad
PUPPALA LIMBADRI, Bahujan Samaj Party, Accepted, Telangana, Nizamabad
AJAY KUMAR, Independent, Rejected, Uttar Pradesh, Unnao
KAMESHWAR BAITHA, Bahujan Samaj Party, Rejected, Jharkhand, Palamau
BEEBBUULII KESHAVA, Independent, Rejected, Telangana, Zahirabad
MD KHALEEL UZ ZAMA, Independent, Accepted, Telangana, Secunderabad
BHAGYA R S, Bahujan Samaj Party, Accepted, Andhra Pradesh, Hindupur
LAGUDU. GOVINDA RAO, Independent, Accepted, Andhra Pradesh, Visakhapatnam
DUGYALA SREELATHA, Jai Maha Bharath Party, Rejected, Telangana, Karimnagar
THANDU UPENDAR, Independent, Withdrawn, Telangana, Khammam
MADHOOR BHARGAV RAM NAIDU, Independent, Withdrawn, Andhra Pradesh, Nandyal
DR. YOGITA PRAVIN CHOLKE, Independent, Withdrawn, Maharashtra, Ahmednagar
SUBHADRA BIRUA, Bahujan Mukti Party, Rejected, Jharkhand, Singhbhum
EESAM. NAGARJUN, Independent, Withdrawn, Telangana, Bhongir
LAGUDU. GOVINDA RAO, Independent, Accepted, Andhra Pradesh, Visakhapatnam
BRAJLAL, Naari Nar Rakshak Party, Rejected, Uttar Pradesh, Dhaurahra
DR. SIDDHARTH RAJENDRA TAKANKAR, Bahujan Samaj Party, Accepted, Maharashtra, Beed
SANJAY KASHINATHRAO KALE, Independent, Rejected, Maharashtra, Beed
RAJENDRA DALABEHERA, Bharatiya Bikash Parishad, Accepted, Odisha, Berhampur
GALIMUDI GEETHA, Independent, Accepted, Telangana, Nagarkurnool
ASHOK BHAGOJI THORAT, Bahujan Maha Party, Accepted, Maharashtra, Beed
GAGGERA VENKATA RAMANAIAH, Independent, Accepted, Andhra Pradesh, Nandyal
LALIT ORAON @ LALIT KUJUR, Bahujan Mukti Party, Rejected, Jharkhand, Lohardaga
VIJAY KUMAR VADDEPALLY, Independent, Withdrawn, Telangana, Warangal
NARENDRA PATEL, Indian National Congress, Accepted, Madhya Pradesh, KHANDWA
CHAITANYA KUMAR REDDY PELLAKURU, Independent, Accepted, Telangana, Hyderabad
SUBHADRA BIRUA, Bahujan Mukti Party, Rejected, Jharkhand, Singhbhum
DATLA LURTHU MERI, Jaibhim Rao Bharat Party, Accepted, Andhra Pradesh, Vijayawada
SWAMI SACHCHIDANAND HARI SAKSHI, Bharatiya Janata Party, Rejected, Uttar Pradesh, Unnao
VIKRAM VASUNIYA, Janata Congress, Accepted, Madhya Pradesh, DHAR
PRAVAL KUMAR, Independent, Accepted, Bihar, Munger
JAHANGIR AHMED, Social Democratic Party Of India, Accepted, Andhra Pradesh, Kurnoolu
SURESH DHONDU CHAUDHARI, Independent, Rejected, Maharashtra, Aurangabad
SURENDRA BAJPAI, Independent, Rejected, Uttar Pradesh, Kanpur
B K PARTHASARATHI, Telugu Desam, Accepted, Andhra Pradesh, Hindupur
RAMESH TRIMBAK BAWASKAR, Lokrajya Party, Rejected, Maharashtra, Jalna
DHUMSINGH MANDLOI MACHHAR, Bahujan Samaj Party, Accepted, Madhya Pradesh, DHAR
KISHORE PILLALAMARRI, Independent, Rejected, Telangana, Malkajgiri
UDAY KIRAN REDDY KOTHA, Independent, Withdrawn, Telangana, Bhongir
CHALAMALASETTY SUNIL, Yuvajana Sramika Rythu Congress Party, Accepted, Andhra Pradesh, Kakinada
JOLLU ANAND RAO, Independent, Rejected, Telangana, Secunderabad
REKALA SAIDULU, Independent, Withdrawn, Telangana, Malkajgiri
YOGESH JAISWAL, Independent, Accepted, Uttar Pradesh, Akbarpur
LALIT ORAON @ LALIT KUJUR, Bahujan Mukti Party, Rejected, Jharkhand, Lohardaga
ANJANEYULU NEERATI, Independent, Accepted, Telangana, Chevella
SODARI NIRANJAN, Independent, Rejected, Telangana, Karimnagar
MANTHURI BABU, Independent, Withdrawn, Telangana, Medak
SANJAY KUMAR TRIVEDI, Rashtriya Samaj Paksha, Rejected, Uttar Pradesh, Kanpur
U.C.VENKATASUBBAIAH, Jaathia Chethi Vruthula Ikya Vedika Party, Accepted, Andhra Pradesh, Ananthapur
RAJAREDDY MEESALA, Indian National Congress, Rejected, Telangana, Karimnagar
RAMESHWAR SINGAR, Independent, Accepted, Madhya Pradesh, RATLAM
KANDAVALLI JEEVA DEVA DAYAKAR, Independent, Accepted, Andhra Pradesh, Eluru
SUNKARA SREEDHAR, Jai Bharat National Party, Accepted, Andhra Pradesh, Kurnoolu
C SURENDRA NATHA REDDY, Independent, Accepted, Andhra Pradesh, Nandyal
JOBA MAJHI, Jharkhand Mukti Morcha, Accepted, Jharkhand, Singhbhum
MOHAMMED RAFIUDDIN KALEEM, All India Majlis-E-Inquilab-E-Millat, Accepted, Telangana, Secunderabad
K.B.R.NAIDU, Indian National Congress, Accepted, Andhra Pradesh, Narsapuram
B B NAIK, Independent, Rejected, Telangana, Nizamabad
VEERABRAHMA RAVI, Praja Ektha Party, Rejected, Telangana, Nalgonda
DR PRADEEP KUMAR PANIGRAHY, Bharatiya Janata Party, Accepted, Odisha, Berhampur
MAMTA ALIAS MUMTAJ BHIKARI TADVI, Independent, Accepted, Maharashtra, Raver
J.L. ASHEERVADAM, Jana Rajyam Party, Rejected, Telangana, Mahbubnagar
RAMKHELAWAN, Independent, Rejected, Uttar Pradesh, Unnao
LAKSHMISARASVATI KILARI, Yuvajana Sramika Rythu Congress Party, Rejected, Andhra Pradesh, Guntur
ALLU SRIRAMULU, Independent, Accepted, Andhra Pradesh, Vizianagaram
VALLUR KEERTHI, Yuvajana Sramika Rythu Congress Party, Rejected, Andhra Pradesh, Eluru
KARNAKAR YASARAPU, Independent, Rejected, Telangana, Warangal
CHOUDVARAM SUBBANARASAIAH, Independent, Accepted, Andhra Pradesh, Rajampet
UMASHANKAR SHYAMBABU YADAV, Bahujan Samaj Party, Accepted, Maharashtra, Ahmednagar
JAIPAL MUNDA, Bhagidari Party(P), Rejected, Jharkhand, Khunti
VADTHIYA VINODA, Independent, Withdrawn, Telangana, Khammam
PENDOOR SUDHAKAR, Independent, Rejected, Telangana, Adilabad
MANJUR PASHA SHAIKH, Independent, Withdrawn, Maharashtra, Jalna
NARENDRA PATEL, Indian National Congress, Accepted, Madhya Pradesh, KHANDWA
MD. ABU ZAFAR, Bharatheeya Jawan Kisan Party, Rejected, Bihar, Darbhanga
LUNAVATH HARI RAM, Independent, Accepted, Telangana, Secunderabad
MANNE SRINIVAS REDDY, Bharat Rashtra Samithi, Accepted, Telangana, Mahbubnagar
MAHESH YEGILISETTY, Independent, Rejected, Andhra Pradesh, Vijayawada
KESAVARAO MUTTAMSETTY, Independent, Rejected, Andhra Pradesh, Nellore
AMRITA KUMARI, Independent, Accepted, Bihar, Samastipur
GINKA ANANDA KUMAR, Independent, Rejected, Andhra Pradesh, Rajampet
RAMYA KRISHNA TENNETI, Independent, Withdrawn, Andhra Pradesh, Bapatla (SC)
BALESH UPPARI, Independent, Accepted, Telangana, Medak
ALI MANSOOR, Anna YSR Congress Party, Accepted, Telangana, Nizamabad
LAKSHMISARASVATI KILARI, Yuvajana Sramika Rythu Congress Party, Rejected, Andhra Pradesh, Guntur
BHANU PRATAP SINGH DOHRE, Independent, Accepted, Uttar Pradesh, Kannauj
TEJESWINI MATHUKUMILI, Telugu Desam, Rejected, Andhra Pradesh, Visakhapatnam
DR.BANGI VARA PRASAD, Independent, Rejected, Andhra Pradesh, Kurnoolu
DILIP BHAUSAHEB GAIKWAD, Independent, Rejected, Maharashtra, Shirdi
MANOJ KUMAR, Bahujan Mukti Party, Accepted, Uttar Pradesh, Kanpur
RAMESH CHANDRA, Samajwadi Party, Accepted, Uttar Pradesh, Baharaich
VINOD KUMAR BOIANAPALLI, Bharat Rashtra Samithi, Accepted, Telangana, Karimnagar
RAMESHWAR SINGAR, Independent, Accepted, Madhya Pradesh, RATLAM
DURGAM SANTHOSH, Prajarajya Samithi, Accepted, Telangana, Peddapalle
SANJAY HARISHCHANDRA KHAMKAR, Baliraja Party, Withdrawn, Maharashtra, Shirdi
SRIKANTH PILLELA, Independent, Withdrawn, Telangana, Mahbubnagar
ALEKAR GORAKH DASHRATH, Independent, Accepted, Maharashtra, Ahmednagar
MAHENDRA DEVRAM KOLI, Independent, Accepted, Maharashtra, Jalgaon
VADTHIYA VINODA, Independent, Rejected, Telangana, Khammam
VRIKSHA RAM, Independent, Rejected, Uttar Pradesh, Baharaich
RAHUL RAGHUNATH OWHAL, Bahujan Samaj Party, Accepted, Maharashtra, Shirur
SIVA PARVATHI, Independent, Accepted, Andhra Pradesh, Guntur
JOBA MAJHI, Jharkhand Mukti Morcha, Accepted, Jharkhand, Singhbhum
ASHOK BHAGOJI THORAT, Independent, Accepted, Maharashtra, Beed
BOGIRI POSHAM, Rashtriya Manav Party, Rejected, Telangana, Nizamabad
ADV. YOGESH DATTU GULLAPELLI, Independent, Accepted, Maharashtra, Jalna
MOHD ALAUDDIN, Bahujan Samaj Party, Accepted, Telangana, Mahbubnagar
PERADA BHARGAVI, Yuvajana Sramika Rythu Congress Party, Rejected, Andhra Pradesh, Srikakulam
CHALAMALASETTY SUNIL, Yuvajana Sramika Rythu Congress Party, Accepted, Andhra Pradesh, Kakinada
DR. BALASAHEB ARJUN POL, Independent, Accepted, Maharashtra, Pune
DURGE ESHWAR, Independent, Rejected, Telangana, Peddapalle
CHAVAN SUDHARSHAN, Anna YSR Congress Party, Accepted, Telangana, Adilabad
CHILUVERU SRIKANTH, Dharma Samaj Party, Accepted, Telangana, Karimnagar
TEJESWINI MATHUKUMILI, Telugu Desam, Rejected, Andhra Pradesh, Visakhapatnam
KONETI SUJATHA, Bahujan Samaj Party, Accepted, Telangana, Mahabubabad
TUMULA MURALI, Independent, Withdrawn, Telangana, Malkajgiri
MADHAV CHANDRA KUNKAL, Independent, Accepted, Jharkhand, Singhbhum
ROOPA POLEPAKA, Independent, Accepted, Telangana, Warangal
PANKAJ KUMAR, Independent, Accepted, Bihar, Munger
CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU, Social Justice Party of India, Accepted, Telangana, Malkajgiri
MATHANGI HANMAIAH, Dalita Bahujana Party, Rejected, Telangana, Karimnagar
DR PRADEEP KUMAR PANIGRAHY, Bharatiya Janata Party, Accepted, Odisha, Berhampur
DR. YOGENDRA VITTHAL KOLTE, Independent, Accepted, Maharashtra, Raver
N. RAJU, Indian Praja Congress, Rejected, Telangana, Secunderabad
ADHALGE LAXMAN SADASHIV, Independent, Accepted, Maharashtra, Maval
ENG. ARJUN PARIHAR, Independent, Accepted, Madhya Pradesh, INDORE
PALLIPATTU.ABHINAV VISHNU, Samajwadi Party, Accepted, Andhra Pradesh, Chittoor(SC)
DEEPAK KUMAR, Independent, Rejected, Uttar Pradesh, Farrukhabad
SURYABHAN (ALIAS SURESH) DATTATRAYA LAMBE, Independent, Accepted, Maharashtra, Ahmednagar
JAY PRAKASH PANDEY, Independent, Rejected, Uttar Pradesh, Kanpur
UDARI MALLESH, Independent, Accepted, Telangana, Bhongir
NEELIMA REDDY SOMIREDDY, Telugu Desam, Rejected, Andhra Pradesh, Nellore
SIRRA RAJU, Bahujan Samaj Party, Accepted, Andhra Pradesh, Narsapuram
DEGALA SAIDA RAJU, Independent, Rejected, Andhra Pradesh, Narsaraopet
RAGHUMANI GOMANGO, Independent, Accepted, Odisha, Koraput
DATTA SUDAM GAIKWAD, Independent, Accepted, Maharashtra, Beed
KALIRAM BAHIRU POPALGHAT, Bhartiya Navjawan Sena (Paksha), Accepted, Maharashtra, Ahmednagar
ANITHA REDDY SHEELAM, Bahujan Samaj Party, Accepted, Telangana, Malkajgiri
BUDHI RAJENDER KUMAR, Independent, Rejected, Telangana, Malkajgiri
HAJRAT IMAMSAB PATEL, Independent, Accepted, Maharashtra, Maval
BIKKI VENKATARAMANAIAH, Independent, Rejected, Andhra Pradesh, Nellore
P. RENEESH REDDY, Indian National Congress, Rejected, Telangana, Malkajgiri
OM NATH SINGH, Rashtriya Shoshit Samaj Party, Accepted, Uttar Pradesh, Kheri
RAKESH SINGH GIHAR, Independent, Rejected, Uttar Pradesh, Kanpur
SUBODH PURTY, Independent, Rejected, Jharkhand, Khunti
SONESHRI, Independent, Rejected, Uttar Pradesh, Sitapur
SURESH BAGARI, Independent, Accepted, Madhya Pradesh, UJJAIN
ATHRAM BHASKAR, Indian National Congress, Rejected, Telangana, Adilabad
KONETI SUJATHA, Bahujan Samaj Party, Accepted, Telangana, Mahabubabad
SHAIKH QURBAN SHAIKH KARIM, Independent, Withdrawn, Maharashtra, Raver
MADAN KANIFNATH SONVANE, Right to Recall Party, Accepted, Maharashtra, Ahmednagar
ALI MANSOOR, Anna YSR Congress Party, Accepted, Telangana, Nizamabad
RAJESH KUMAR DWIVEDI, Bahujan Samaj Party, Accepted, Uttar Pradesh, Akbarpur
CHAMALA KIRAN KUMAR REDDY, Indian National Congress, Accepted, Telangana, Bhongir
DR BYREDDY SHABARI, Telugu Desam, Accepted, Andhra Pradesh, Nandyal
NAZEM KHAN JABBAR KHAN PATHAN, Independent, Accepted, Maharashtra, Beed
AMOD KUMAR, Independent, Rejected, Bihar, Ujiarpur
SUBHASH CHANDRA, All India Forward Bloc, Accepted, Uttar Pradesh, Kannauj
SWAMI SACHCHIDANAND HARI SAKSHI, Bharatiya Janata Party, Rejected, Uttar Pradesh, Unnao
RAMESHWAR SINGAR, Independent, Accepted, Madhya Pradesh, RATLAM
DHANI RAM, Rashtra Uday Party, Rejected, Uttar Pradesh, Unnao
JAMUNA EATALA, Independent, Withdrawn, Telangana, Malkajgiri
JAHIR YUSUF JAKATE, Independent, Withdrawn, Maharashtra, Ahmednagar
ANUSHA YERUVA, Independent, Accepted, Andhra Pradesh, Machilipatnam
DURGE ESHWAR, Independent, Rejected, Telangana, Peddapalle
MALOTU SHANKAR, Independent, Rejected, Telangana, Malkajgiri
ADV. YOGESH DATTU GULLAPELLI, Independent, Accepted, Maharashtra, Jalna
SRINIVAS GOMASE, Bharatiya Janata Party, Accepted, Telangana, Peddapalle
PERADA BHARGAVI, Yuvajana Sramika Rythu Congress Party, Rejected, Andhra Pradesh, Srikakulam
A. VARAPRASAD, Jatiya Jana Sena Party, Accepted, Andhra Pradesh, Thirupathi(SC)
ADV. DR. LAXMAN RAMBHAU DAMSE, Bharat Adivasi Party, Accepted, Maharashtra, Shirur
BADE NARASAIAH, Independent, Rejected, Telangana, Nalgonda
SAMRENDRA KUMAR, Independent, Accepted, Uttar Pradesh, Dhaurahra
CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU, Social Justice Party of India, Accepted, Telangana, Malkajgiri
RANJAN GANESH SALVE, Insaniyat Party, Rejected, Maharashtra, Aurangabad
ZAHEDA BEGAM, Independent, Rejected, Telangana, Karimnagar
RANJIT REDDY GADE, Revolutionary Socialist Party, Accepted, Telangana, Chevella
HARI ORAON, Kalinga Sena, Rejected, Jharkhand, Singhbhum
NAKKA DINESH, Bharatha Chaitanya Yuvajana Party, Accepted, Andhra Pradesh, Nellore
K.B.R.NAIDU, Indian National Congress, Accepted, Andhra Pradesh, Narsapuram
SANJAY PASWAN, Desh Janhit Party, Rejected, Bihar, Darbhanga
ALIBABA RASHID TADVI, Independent, Withdrawn, Maharashtra, Nandurbar
DAGGUMALLA RADHEY, Telugu Desam, Rejected, Andhra Pradesh, Chittoor(SC)
SANDIP DADARAO MANKAR, Independent, Accepted, Maharashtra, Aurangabad
KURVA NARSINGAPPA, Independent, Rejected, Telangana, Mahbubnagar
SUBODH PURTY, Independent, Rejected, Jharkhand, Khunti
MEKALA THIRUMALA, Mana Telangana Rashtra Samaikya Party, Rejected, Telangana, Peddapalle
MADHAVANENI RAGHUNANDAN RAO, Bharatiya Janata Party, Accepted, Telangana, Medak
IRSHAD, Sanyukt Janadesh Party, Rejected, Uttar Pradesh, Farrukhabad
JUPAKA KIRAN, Independent, Accepted, Telangana, Peddapalle
MEKALA NARESH, Independent, Rejected, Telangana, Malkajgiri
SUBROTO ROY, Ekam Sanatan Bharat Dal, Accepted, Maharashtra, Pune
MOHAMMED IBRAHIM AHMED, Independent, Accepted, Telangana, Secunderabad
SANJAY S/O LAKSHMAN SOLANKI, Bahujan Samaj Party, Accepted, Madhya Pradesh, INDORE
DHAYAKAR GAJJI, Independent, Accepted, Telangana, Warangal
BRAHMA PRASAD, Lok Jan Sangharsh Party, Accepted, Uttar Pradesh, Hardoi
KISHOR KUMAR, Independent, Accepted, Bihar, Ujiarpur
VENKATA LAKSHMI CHALAMALASETTY, Yuvajana Sramika Rythu Congress Party, Rejected, Andhra Pradesh, Kakinada
ARVIND KUMAR, Independent, Rejected, Uttar Pradesh, Kanpur
VAMSEEDHAR REDDY KODURU, Independent, Rejected, Andhra Pradesh, Kadapa
K.B.R.NAIDU, Indian National Congress, Accepted, Andhra Pradesh, Narsapuram
SHUBHANGANA RAJE JAMNIA, Indian National Congress, Rejected, Madhya Pradesh, DHAR
GANIPAKA PRADEEP, Independent, Accepted, Telangana, Warangal
THATIKONDA RAVI KIRAN, Independent, Rejected, Telangana, Malkajgiri
KHALIL RAHIM SHAIKH, Independent, Rejected, Maharashtra, Beed
GEETA KORA, Bharatiya Janata Party, Accepted, Jharkhand, Singhbhum
AMBICA G LAKSHMINARAYANA VALMIKI, Telugu Desam, Accepted, Andhra Pradesh, Ananthapur
NANIBABU ROBBA, Independent, Withdrawn, Andhra Pradesh, Araku (ST)
SURESH DNYANOBA PATIL, Sainik Samaj Party, Accepted, Maharashtra, Pune
MOHD ALAUDDIN, Bahujan Samaj Party, Accepted, Telangana, Mahbubnagar
ARUN KUMAR MYPATHI, All India Forward Bloc, Accepted, Telangana, Mahabubabad
GULAB DAYARAM BHIL, Bharat Adivasi Party, Accepted, Maharashtra, Raver
GANGADHAR HARIBHAU KOLEKAR, Independent, Accepted, Maharashtra, Ahmednagar
PINKU PASWAN, Rashtriya Jansambhavna Party, Accepted, Bihar, Samastipur
PERUMALLA VENKANNA, India Praja Bandhu Party, Rejected, Telangana, Nalgonda
DHAYAKAR GAJJI, Bahujan Samaj Party, Rejected, Telangana, Warangal
AJAY BABU BODA, Navarang Congress Party, Accepted, Andhra Pradesh, Eluru
ARAVA SRIDHAR, Navarang Congress Party, Rejected, Andhra Pradesh, Rajampet
SUNILRAO MOHANRAO PAKHARE, Independent, Withdrawn, Maharashtra, Ahmednagar
BALASHOWRY VALLABHANENI, Janasena Party, Accepted, Andhra Pradesh, Machilipatnam
MANDALA GIRIDHARA RAO, Independent, Accepted, Andhra Pradesh, Araku (ST)
KUDUPUDI VVS NARAYANA, Independent, Rejected, Telangana, Malkajgiri
ATHRAM SUGUNA, Indian National Congress, Accepted, Telangana, Adilabad
CHANDRAKANT KHAIRE, ShivSena (Uddhav Balasaheb Thackeray), Accepted, Maharashtra, Aurangabad
DUDEKULA IMAM HUSSAIN, Independent, Withdrawn, Telangana, Chevella
E D M RAJ KUMAR, Jai Bharat National Party, Rejected, Andhra Pradesh, Chittoor(SC)
GEETA KORA, Bharatiya Janata Party, Accepted, Jharkhand, Singhbhum
KUNUKUNTLA RAMUDU, Independent, Accepted, Andhra Pradesh, Nandyal
NILA GAUTAM KAKDE, Independent, Rejected, Maharashtra, Jalna
BANASI NARAYANAPPA, Bahujan Samaj Party, Accepted, Andhra Pradesh, Ananthapur
PALVAI. VENU, Anna YSR Congress Party, Rejected, Telangana, Malkajgiri
KINJARAPU RAMMOHAN NAIDU, Telugu Desam, Accepted, Andhra Pradesh, Srikakulam
GURUMOORTHY MADDILA, Yuvajana Sramika Rythu Congress Party, Accepted, Andhra Pradesh, Thirupathi(SC)
ABHILASH SHIRNA, Independent, Accepted, Telangana, Medak
CHARAN SUJIT NAMBURU, Independent, Withdrawn, Andhra Pradesh, Vijayawada
MARRI NEHEMIAH, Independent, Accepted, Telangana, Nalgonda
LALIT ORAON @ LALIT KUJUR, Bahujan Mukti Party, Rejected, Jharkhand, Lohardaga
MALLEBOINA PARAMESH YADAV, Independent, Accepted, Telangana, Bhongir
G MALLESHAM GOUD, Independent, Accepted, Telangana, Chevella
CHINTALAGARI VENKAT SWAMY, Blue India Party, Accepted, Telangana, Chevella
BALASHOWRY VALLABHANENI, Janasena Party, Accepted, Andhra Pradesh, Machilipatnam
B A SAMAD SHAHEEN, Indian National Congress, Accepted, Andhra Pradesh, Hindupur
SAMUEL PURTY, Ambedkarite Party of India, Rejected, Jharkhand, Khunti
ADINARAYANA TADDI, Independent, Accepted, Andhra Pradesh, Vizianagaram
KOMALBAI BAPURAO PATIL, Independent, Accepted, Maharashtra, Raver
RAMESH MANDA, Dharma Samaj Party, Accepted, Telangana, Peddapalle
SANGEPAGA SAROJANAMMA, Independent, Accepted, Telangana, Mahbubnagar
MOHIT KUMAR SAHU, Spashtwadi Jan Aadhar Party, Rejected, Uttar Pradesh, Kanpur
