Candidate,Party,Status,State,Constituency
KHETA RAM, Bahujan Samaj Party, Accepted, Rajasthan, BIKANER
BISAN SINGH, Independent, Accepted, Rajasthan, CHURU
M MANMATHAN, Independent, Accepted, Tamil Nadu, TENKASI
BIMPAK SIGA, Independent, Accepted, Arunachal Pradesh, Arunachal West
ALFRED KANNGAM S ARTHUR, Indian National Congress, Accepted, Manipur, Outer Manipur
POORNESH KUMAR JAIN, Independent, Accepted, Madhya Pradesh, JABALPUR
GOBIN BISWAKARMA, Independent, Accepted, Assam, Lakhimpur
VENKADESH S C, Independent, Accepted, Tamil Nadu, KANNIYAKUMARI
GONNADE  YOGESH  NAMDEORAO, Bahujan Samaj Party, Accepted, Maharashtra, Gadchiroli - Chimur
S BAKTHAVATCHALAM, Independent, Accepted, Puducherry, PUDUCHERRY
SUSHIL PATIL, Independent, Accepted, Maharashtra, Nagpur
SELVAKUMAR M, Independent, Accepted, Tamil Nadu, VIRUDHUNAGAR
RENGARAJ S, Independent, Accepted, Tamil Nadu, PERAMBALUR
POORNESH KUMAR JAIN, Independent, Accepted, Madhya Pradesh, JABALPUR
PRAKASH JOSHI, Indian National Congress, Accepted, Uttarakhand, Nainital-Udhamsingh Nagar
BHUVAN SINGH KORAM, Independent, Accepted, Madhya Pradesh, BALAGHAT
THANGAMANI K, Independent, Accepted, Tamil Nadu, PERAMBALUR
MURARI LAL MEENA, Indian National Congress, Accepted, Rajasthan, DAUSA
GONNADE  YOGESH  NAMDEORAO, Bahujan Samaj Party, Accepted, Maharashtra, Gadchiroli - Chimur
K BALU, Pattali Makkal Katchi, Accepted, Tamil Nadu, ARAKKONAM
N SIVAKUMAR, Independent, Accepted, Tamil Nadu, VELLORE
BANDEY MILI, Arunachal Democratic Party, Accepted, Arunachal Pradesh, Arunachal East
JAYAKUMAR K, Samaniya Makkal Nala Katchi, Accepted, Tamil Nadu, PERAMBALUR
KOYA, Independent, Accepted, Lakshadweep, Lakshadweep
Malathi, Naadaalum Makkal Katchi, Accepted, Tamil Nadu, TIRUVALLUR
OM PRAKASH, Independent, Accepted, Rajasthan, SIKAR
VE VAITHILINGAM, Indian National Congress, Accepted, Puducherry, PUDUCHERRY
EZHILARASI, Naam Tamilar Katchi, Accepted, Tamil Nadu, SIVAGANGA
DANIYA. P, Independent, Accepted, Tamil Nadu, KARUR
NAWIN KIRAN PRADHAN, Independent, Accepted, Sikkim, Sikkim
VIJAYAKUMAR. P, Independent, Accepted, Tamil Nadu, TIRUCHIRAPPALLI
MANIKANDARAJ. S, Independent, Accepted, Tamil Nadu, TIRUCHIRAPPALLI
MURUGANANTHAM T, Independent, Accepted, Tamil Nadu, PERAMBALUR
RAJKUMAR SOMENDRO SINGH, Independent, Accepted, Manipur, Inner Manipur
SHASHIKANT SHAMAR, Independent, Accepted, Uttar Pradesh, Muzaffarnagar
SUDALAIMANI M, Independent, Accepted, Tamil Nadu, VIRUDHUNAGAR
SALAMAT MONDAL, Socialist Unity Centre Of India (COMMUNIST), Accepted, Andaman & Nicobar Islands, Andaman & Nicobar Islands
MADHU R, Independent, Accepted, Tamil Nadu, PERAMBALUR
DR RANI SRI KUMAR, Dravida Munnetra Kazhagam, Accepted, Tamil Nadu, TENKASI
BHARTI PARDHI, Bharatiya Janata Party, Accepted, Madhya Pradesh, BALAGHAT
SUDHAKAR S, Independent, Accepted, Tamil Nadu, PERAMBALUR
VIKRAM SINGH, Independent, Accepted, Uttar Pradesh, Kairana
SURESH. S, Independent, Accepted, Tamil Nadu, VILUPPURAM
R MENAGA, Naam Tamilar Katchi, Accepted, Puducherry, PUDUCHERRY
FAHIM SHAMIM KHAN, Minorities Democratic Party, Accepted, Maharashtra, Nagpur
VEERAMALAI K, Independent, Accepted, Tamil Nadu, PERAMBALUR
SITAR MARKAM, Independent, Accepted, Madhya Pradesh, MANDLA
SHANMUGAVELU, Independent, Accepted, Tamil Nadu, VELLORE
TAMILSELVAN M, Independent, Accepted, Tamil Nadu, PERAMBALUR
BUNTY VIVEK SAHU, Bharatiya Janata Party, Accepted, Madhya Pradesh, CHHINDWARA
VELMURUGAN A, Bharatiya Praja Aikyata Party, Accepted, Tamil Nadu, MADURAI
RINKU ROY, Gana Suraksha Party, Accepted, Assam, Sonitpur
EASWARAMOORTHY M, Independent, Accepted, Tamil Nadu, NAMAKKAL
BOSIRAM SIRAM, Indian National Congress, Accepted, Arunachal Pradesh, Arunachal East
P.ARJUNAN, Independent, Accepted, Tamil Nadu, CHENNAI CENTRAL
HAREKRISHNA SARKAR, Independent, Accepted, West Bengal, Jalpaiguri
RAKESH CHOUDHARY, Bahujan Samaj Party, Accepted, Madhya Pradesh, JABALPUR
MILIND PRALHAD DAHIWALE, Independent, Accepted, Maharashtra, Chandrapur
A PALANI, Independent, Accepted, Tamil Nadu, ARAKKONAM
DEBA NATH PAIT, Independent, Accepted, Assam, Lakhimpur
HAREKRISHNA SARKAR, Independent, Accepted, West Bengal, Jalpaiguri
BHUPENDER YADAV, Bharatiya Janata Party, Accepted, Rajasthan, ALWAR
SURESHKUMAR N, Naam Tamilar Katchi, Accepted, Tamil Nadu, POLLACHI
ANBAZHAGAN.G, Independent, Accepted, Tamil Nadu, CHENNAI CENTRAL
MAHADEV NAGDEVE, Independent, Accepted, Madhya Pradesh, BALAGHAT
HAR KISHORE SINGH, Socialist Unity Centre Of India (COMMUNIST), Accepted, Uttar Pradesh, Moradabad
THIYAGARAJAN R, Samaniya Makkal Nala Katchi, Accepted, Tamil Nadu, NAMAKKAL
SANJEEV KUMAR, Independent, Accepted, Uttar Pradesh, Nagina
SANTHAKUMAR N, Independent, Accepted, Tamil Nadu, KANNIYAKUMARI
MANI. A., Dravida Munnetra Kazhagam, Accepted, Tamil Nadu, DHARMAPURI
MOHD. PARVEZ QURESHI, Independent, Accepted, Madhya Pradesh, CHHINDWARA
HANUMAN BENIWAL, Rashtriya Loktantrik Party, Accepted, Rajasthan, NAGAUR
VILAS BABURAO LENDE, Lok Swarajya Party, Accepted, Maharashtra, Bhandara Gondiya
MANI. A., Dravida Munnetra Kazhagam, Accepted, Tamil Nadu, DHARMAPURI
RAJAN SINGH, Bahujan Dravida Party, Accepted, Tamil Nadu, KANNIYAKUMARI
SETHUPATHI G, Independent, Accepted, Tamil Nadu, THENI
NAMDEO MANIKRAO SHEDMAKE, Gondvana Gantantra Party, Accepted, Maharashtra, Chandrapur
DEBA NATH PAIT, Independent, Accepted, Assam, Lakhimpur
BHUPENDER YADAV, Bharatiya Janata Party, Accepted, Rajasthan, ALWAR
DR RAM ROOP MEENA ADVOCATE, Independent, Accepted, Rajasthan, JAIPUR RURAL
KRISHNA KUMAR, Independent, Accepted, Tamil Nadu, NILGIRIS
JANCIRANI R, Naam Tamilar Katchi, Accepted, Tamil Nadu, CHIDAMBARAM
SANJAY KUMAR BHARTI, Rashtriya Samaj Dal (R), Accepted, Uttar Pradesh, Pilibhit
ASHISH KUMAR, Independent, Accepted, Uttar Pradesh, Pilibhit
KIVINSUKA VIRENDRA SURYAVANSHI, Desh Janhit Party, Accepted, Maharashtra, Nagpur
PRAKASH KUMAR GOTA, Independent, Accepted, Chhattisgarh, BASTAR
MARIEESWARI M, Independent, Accepted, Tamil Nadu, VIRUDHUNAGAR
VIVEK JAIN, Independent, Accepted, Rajasthan, ALWAR
SACHIN GUPTA, Independent, Accepted, Jammu and Kashmir, UDHAMPUR
RAHUL KASWAN, Indian National Congress, Accepted, Rajasthan, CHURU
JANCIRANI R, Naam Tamilar Katchi, Accepted, Tamil Nadu, CHIDAMBARAM
ARUN CHANDRA HANDIQUE, Ekam Sanatan Bharat Dal, Accepted, Assam, Jorhat
VIJENDER MAHARIA, Bharatiya Yuva Jan Ekta Party, Accepted, Rajasthan, SIKAR
PAWANSHAH SARYAM, Independent, Accepted, Madhya Pradesh, CHHINDWARA
HANUMAN BENIWAL, Rashtriya Loktantrik Party, Accepted, Rajasthan, NAGAUR
VINCENT. F, Anti Corruption Dynamic Party, Accepted, Tamil Nadu, KARUR
SOWMIYA, Independent, Accepted, Tamil Nadu, DHARMAPURI
PURNA MOHAN ROY, Bahujan Samaj Party, Accepted, West Bengal, Coochbehar
VINO JEBA SEELAN T, Independent, Accepted, Tamil Nadu, KANNIYAKUMARI
ER JYOTI PRAKASH TAMTA, Bahujan Mukti Party, Accepted, Uttarakhand, Almora
JANCIRANI R, Naam Tamilar Katchi, Accepted, Tamil Nadu, CHIDAMBARAM
MUDIYARASU, All India Youth Development Party, Accepted, Tamil Nadu, THENI
BHUPENDER YADAV, Bharatiya Janata Party, Accepted, Rajasthan, ALWAR
PREM DUTT SEMWAL, Independent, Accepted, Uttarakhand, Tehri Garhwal
SENTHIL KUMAR N, Independent, Accepted, Tamil Nadu, THANJAVUR
Shyamkumar (Babalu) Daulat Barve, Indian National Congress, Accepted, Maharashtra, Ramtek
PRATAP SINGH KHACHARIYAWAS, Indian National Congress, Accepted, Rajasthan, JAIPUR
PRAKASH JOSHI, Indian National Congress, Accepted, Uttarakhand, Nainital-Udhamsingh Nagar
MOORTHY. V, Independent, Accepted, Tamil Nadu, CHENNAI NORTH
PRATAP SINGH KHACHARIYAWAS, Indian National Congress, Accepted, Rajasthan, JAIPUR
DHANI RAM KOL, Bahujan Samaj Party, Accepted, Madhya Pradesh, SHAHDOL
GANESHAMOORTHI G, Independent, Accepted, Tamil Nadu, VIRUDHUNAGAR
S CHITTIBABU, Naadaalum Makkal Katchi, Accepted, Tamil Nadu, SRIPERUMBUDUR
BELE RAJESH WARLUJI, Vanchit Bahujan  Aaghadi, Accepted, Maharashtra, Chandrapur
SAMRAT ASHOK SINGH SARASWAR, Indian National Congress, Accepted, Madhya Pradesh, BALAGHAT
BHUPENDER YADAV, Bharatiya Janata Party, Accepted, Rajasthan, ALWAR
K VENKAT RAM BABU, Independent, Accepted, Andaman & Nicobar Islands, Andaman & Nicobar Islands
PRATAP SINGH KHACHARIYAWAS, Indian National Congress, Accepted, Rajasthan, JAIPUR
KALIANNAN S, Independent, Accepted, Tamil Nadu, NAMAKKAL
RISHIRAJ KAUNDINYA, Aam Aadmi Party, Accepted, Assam, Sonitpur
NITHIYANANTHAM S, Naadaalum Makkal Katchi, Accepted, Tamil Nadu, MAYILADUTHURAI
Shyamkumar (Babalu) Daulat Barve, Indian National Congress, Accepted, Maharashtra, Ramtek
PRATAP SINGH KHACHARIYAWAS, Indian National Congress, Accepted, Rajasthan, JAIPUR
VASANTHAKUMAR T, Independent, Accepted, Tamil Nadu, POLLACHI
LALBIAKZAMA, Indian National Congress, Accepted, Mizoram, MIZORAM
CHANDAN SINGH, Independent, Accepted, Uttar Pradesh, Bijnor
CHARCHIL DURAI P, Humanity for Peace Party, Accepted, Tamil Nadu, THENI
RISHIRAJ KAUNDINYA, Aam Aadmi Party, Accepted, Assam, Sonitpur
DEVHANS, Independent, Accepted, Rajasthan, JAIPUR RURAL
RAO RAJENDRA SINGH, Bharatiya Janata Party, Accepted, Rajasthan, JAIPUR RURAL
ARUNADEVI R, Independent, Accepted, Tamil Nadu, THOOTHUKKUDI
DAMODARAN. S, Independent, Accepted, Tamil Nadu, TIRUCHIRAPPALLI
RAMASAMY P, Independent, Accepted, Tamil Nadu, NAMAKKAL
INDRA HANG SUBBA, Sikkim Krantikari Morcha, Accepted, Sikkim, Sikkim
DHANU WALTHARE, Independent, Accepted, Maharashtra, Nagpur
RAJHA N P, Naam Indiar Party, Accepted, Tamil Nadu, THOOTHUKKUDI
K SENTHIL KUMAR, Independent, Accepted, Tamil Nadu, ERODE
R. MANOHAR, All India Anna Dravida Munnetra Kazhagam, Accepted, Tamil Nadu, CHENNAI NORTH
RATANI DEVI, Independent, Accepted, Rajasthan, BIKANER
MURUGESAN. P, Independent, Accepted, Tamil Nadu, TIRUCHIRAPPALLI
TANIA JUNE, Independent, Accepted, Arunachal Pradesh, Arunachal West
BIKRAM RAMCHIARY, Independent, Accepted, Assam, Lakhimpur
SIRAJ SHEKH, Independent, Accepted, Madhya Pradesh, CHHINDWARA
SAMUEL LAWRENCE PONNIAH, Independent, Accepted, Tamil Nadu, TIRUNELVELI
MAHESH KASHYAP, Bharatiya Janata Party, Accepted, Chhattisgarh, BASTAR
RAJENDRAN. P, Independent, Accepted, Tamil Nadu, TIRUCHIRAPPALLI
MAJOR SINGH, Jai Hind Congress Party, Accepted, Rajasthan, GANGANAGAR
PRAKASH JOSHI, Indian National Congress, Accepted, Uttarakhand, Nainital-Udhamsingh Nagar
NAGESVARAN. P, Independent, Accepted, Tamil Nadu, KARUR
RAO RAJENDRA SINGH, Bharatiya Janata Party, Accepted, Rajasthan, JAIPUR RURAL
DR. KIRSAN  NAMDEO, Indian National Congress, Accepted, Maharashtra, Gadchiroli - Chimur
MANOJ KUMAR, Ekam Sanatan Bharat Dal, Accepted, Jammu and Kashmir, UDHAMPUR
GUNASEKARAN. K, Independent, Accepted, Tamil Nadu, VILUPPURAM
RAJAGOPAL S, Independent, Accepted, Tamil Nadu, VIRUDHUNAGAR
ASHOK SARAIYA, Independent, Accepted, Madhya Pradesh, MANDLA
GUNJAN SINGH, Independent, Accepted, Madhya Pradesh, SHAHDOL
MOORTHY V, Independent, Accepted, Tamil Nadu, NAMAKKAL
BIPLAB KUMAR DEB, Bharatiya Janata Party, Accepted, Tripura, Tripura West
K MAATHAN, Ganasangam Party of India, Accepted, Tamil Nadu, ERODE
M ASHOK KUMAR, Independent, Accepted, Tamil Nadu, SRIPERUMBUDUR
PARAMASIVAN S, Independent, Accepted, Tamil Nadu, THENI
DHEER SINGH, Bahujan Samaj Party, Accepted, Uttarakhand, Garhwal
NAND KISHOOR, Aapki Apni Party (Peoples), Accepted, Uttar Pradesh, Kairana
BHAJAN LAL JATAV, Indian National Congress, Accepted, Rajasthan, KARAULI-DHOLPUR
R. RAJASEKAR, Independent, Accepted, Tamil Nadu, CUDDALORE
VANITA JITENDRA RAUT, Akhil Bharatiya Manavata Paksha, Accepted, Maharashtra, Chandrapur
PRABHU. G, Independent, Accepted, Tamil Nadu, KARUR
LALIT YADAV, Indian National Congress, Accepted, Rajasthan, ALWAR
SUDHA R, Indian National Congress, Accepted, Tamil Nadu, MAYILADUTHURAI
MAHESH KASHYAP, Bharatiya Janata Party, Accepted, Chhattisgarh, BASTAR
ANAND RAMNATH ARLEKAR, Independent, Accepted, Andaman & Nicobar Islands, Andaman & Nicobar Islands
RAMESH KUMAR MAX, Independent, Accepted, Uttarakhand, Nainital-Udhamsingh Nagar
ARSHAD WARSI, Minorities Democratic Party, Accepted, Uttar Pradesh, Rampur
SANKARANARAYANAN N, Independent, Accepted, Tamil Nadu, VIRUDHUNAGAR
DHIREN KACHARI, Communist Party of India, Accepted, Assam, Lakhimpur
ASOKAN. G., Independent, Accepted, Tamil Nadu, DHARMAPURI
DR. KIRSAN  NAMDEO, Indian National Congress, Accepted, Maharashtra, Gadchiroli - Chimur
D RAVINDIRAN, Independent, Accepted, Puducherry, PUDUCHERRY
VILAS BABURAO LENDE, Lok Swarajya Party, Accepted, Maharashtra, Bhandara Gondiya
T. MANOHARAN, Independent, Accepted, Tamil Nadu, CHENNAI NORTH
RAMASAMY P, Viro Ke Vir Indian Party, Accepted, Tamil Nadu, TENKASI
P BASKARAN, Independent, Accepted, Tamil Nadu, SRIPERUMBUDUR
DAULAT RAM PENSIA, National Janmandal Party, Accepted, Rajasthan, CHURU
MURUGESAN (A) VISHNU MURUGESAN C, Independent, Accepted, Tamil Nadu, DINDIGUL
MURARI LAL MEENA, Indian National Congress, Accepted, Rajasthan, DAUSA
SUDHA R, Indian National Congress, Accepted, Tamil Nadu, MAYILADUTHURAI
SURYAKIRAN ISHWAR NANDAGAWALI, Independent, Accepted, Maharashtra, Bhandara Gondiya
TAMAT GAMOH, Independent, Accepted, Arunachal Pradesh, Arunachal East
MOHAMMED FAIZAL PP, Nationalist Congress Party – Sharadchandra Pawar, Accepted, Lakshadweep, Lakshadweep
MANIVASAGAM. C., Independent, Accepted, Tamil Nadu, DHARMAPURI
NARAYAN RAM, Bahujan Samaj Party, Accepted, Uttarakhand, Almora
KARTHIYAYINI P, Bharatiya Janata Party, Accepted, Tamil Nadu, CHIDAMBARAM
"SATHISHKUMAR, N.", Independent, Accepted, Tamil Nadu, TIRUPPUR
NETAJIKAVIARASU V, Independent, Accepted, Tamil Nadu, NAMAKKAL
SANJNA JATAV, Indian National Congress, Accepted, Rajasthan, BHARATPUR
BOSIRAM SIRAM, Indian National Congress, Accepted, Arunachal Pradesh, Arunachal East
RUHI TAGUNG, Independent, Accepted, Arunachal Pradesh, Arunachal West
BUNTY VIVEK SAHU, Bharatiya Janata Party, Accepted, Madhya Pradesh, CHHINDWARA
VIJAYARAGAVAN N, Independent, Accepted, Tamil Nadu, NAGAPATTINAM
TECHI RANA, Independent, Accepted, Arunachal Pradesh, Arunachal West
GOPINATH K, Indian National Congress, Accepted, Tamil Nadu, KRISHNAGIRI
DR RANI SRI KUMAR, Dravida Munnetra Kazhagam, Accepted, Tamil Nadu, TENKASI
DAULAT RAM PENSIA, Independent, Accepted, Rajasthan, CHURU
C RAMACHANDHIRAN, Independent, Accepted, Tamil Nadu, VELLORE
M S ARUMUGAM, Independent, Accepted, Tamil Nadu, SRIPERUMBUDUR
KANDASAMY A M, Independent, Accepted, Tamil Nadu, NAMAKKAL
NARAYAN RAM, Bahujan Samaj Party, Accepted, Uttarakhand, Almora
SELVAN N, Independent, Accepted, Tamil Nadu, NILGIRIS
RAVI CHANDRA RAI, Independent, Accepted, Sikkim, Sikkim
SATHISH BABU P, Independent, Accepted, Tamil Nadu, KANNIYAKUMARI
DASHRATH PRASAD BAIS, Independent, Accepted, Madhya Pradesh, SIDHI
PRAKASH JOSHI, Indian National Congress, Accepted, Uttarakhand, Nainital-Udhamsingh Nagar
SUNIL TYAGI, Independent, Accepted, Uttar Pradesh, Muzaffarnagar
KODAPE VILAS SHAMARAO, Independent, Accepted, Maharashtra, Gadchiroli - Chimur
KULDEEP INDORA, Indian National Congress, Accepted, Rajasthan, GANGANAGAR
SUDHA R, Indian National Congress, Accepted, Tamil Nadu, MAYILADUTHURAI
MAHENDRA RAMAKRISHNAN P, Independent, Accepted, Tamil Nadu, VIRUDHUNAGAR
RANJITHKUMAR BALUSWAMY, Bahujan Samaj Party, Accepted, Tamil Nadu, SIVAGANGA
DEEPAK, Samajwadi Party, Accepted, Uttar Pradesh, Bijnor
KAMAKHYA PRASAD TASA, Bharatiya Janata Party, Accepted, Assam, Kaziranga
B.PARTHASARATHY, Independent, Accepted, Tamil Nadu, CHENNAI CENTRAL
NITISH CHANDRA ROY, All India Forward Bloc, Accepted, West Bengal, Coochbehar
ATMA RAM GUJARATI, Independent, Accepted, Rajasthan, BIKANER
TECHI RANA, Independent, Accepted, Arunachal Pradesh, Arunachal West
GOPINATH K, Indian National Congress, Accepted, Tamil Nadu, KRISHNAGIRI
BALBIR SINGH BHANDARI, Uttarakhand Samanta Party, Accepted, Uttarakhand, Haridwar
VANLALHMUAKA, Bharatiya Janata Party, Accepted, Mizoram, MIZORAM
AKSHAY, Naadaalum Makkal Katchi, Accepted, Tamil Nadu, CHENNAI NORTH
KALIYAMMAL P, Naam Tamilar Katchi, Accepted, Tamil Nadu, MAYILADUTHURAI
KARTHIKEYAN D, Independent, Accepted, Tamil Nadu, POLLACHI
PRAFUL MANIKCHAND BHANGE, Independent, Accepted, Maharashtra, Nagpur
KUSHWAHA RAJESH TANTRIK, Ahinsa Samaj Party, Accepted, Madhya Pradesh, CHHINDWARA
OMAK NITIK, Independent, Accepted, Arunachal Pradesh, Arunachal East
KALIYAMMAL P, Naam Tamilar Katchi, Accepted, Tamil Nadu, MAYILADUTHURAI
MAHESH KUMAR, Independent, Accepted, Rajasthan, SIKAR
THOUNAOJAM BASANTA KUMAR SINGH, Bharatiya Janata Party, Accepted, Manipur, Inner Manipur
TECHI RANA, Independent, Accepted, Arunachal Pradesh, Arunachal West
SHUBHKARAN CHOUDHARY, Bharatiya Janata Party, Accepted, Rajasthan, JHUNJHUNU
AVADAINATHAN V, Independent, Accepted, Tamil Nadu, MADURAI
MURUGANANTHAM M, Bharatiya Janata Party, Accepted, Tamil Nadu, THANJAVUR
RUDRA MANI PRADHAN, Independent, Accepted, Sikkim, Sikkim
ARULMANI M, Independent, Accepted, Tamil Nadu, NAMAKKAL
NAVEEN K, Independent, Accepted, Tamil Nadu, NAMAKKAL
KARTHIKA M, Naam Tamilar Katchi, Accepted, Tamil Nadu, NAGAPATTINAM
S. RAMALINGAM, Independent, Accepted, Tamil Nadu, CUDDALORE
AJAY BARKADE, Independent, Accepted, Madhya Pradesh, CHHINDWARA
ASHOK RANA, Rashtra Nirman Party, Accepted, Madhya Pradesh, JABALPUR
VARADAN. M, Independent, Accepted, Tamil Nadu, KARUR
MANJU SHARMA, Bharatiya Janata Party, Accepted, Rajasthan, JAIPUR
KAILASH PRASAD VERMA, Independent, Accepted, Madhya Pradesh, SIDHI
DAVID JEBASEELAN J, Independent, Accepted, Tamil Nadu, THOOTHUKKUDI
SAKTHIVEL, Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam, Accepted, Tamil Nadu, TIRUCHIRAPPALLI
ARJUN RAM MEGHWAL, Bharatiya Janata Party, Accepted, Rajasthan, BIKANER
CHANDRA SINGH KUSHRAM, Bhartiya Shakti Chetna Party, Accepted, Madhya Pradesh, MANDLA
AMEEN KHAN, Independent, Accepted, Rajasthan, NAGAUR
V KALIAPERUMAL, Ganasangam Party of India, Accepted, Tamil Nadu, VELLORE
AKHALESH KUMAR, Akhil Bhartiya Parivar Party, Accepted, Uttarakhand, Nainital-Udhamsingh Nagar
VENKATESH S, Independent, Accepted, Tamil Nadu, MADURAI
GOVINDHAN A, Independent, Accepted, Tamil Nadu, SALEM
KANKAR MUNJARE, Bahujan Samaj Party, Accepted, Madhya Pradesh, BALAGHAT
KARTHIKEYAN D, Independent, Accepted, Tamil Nadu, POLLACHI
RAJKUMAR, Independent, Accepted, Rajasthan, GANGANAGAR
MANJU SHARMA, Bharatiya Janata Party, Accepted, Rajasthan, JAIPUR
MEHRAJ DIN, Independent, Accepted, Jammu and Kashmir, UDHAMPUR
B. PARTHASARATHY, Desiya Murpokku Dravida Kazhagam, Accepted, Tamil Nadu, CHENNAI CENTRAL
MANJU SHARMA, Bharatiya Janata Party, Accepted, Rajasthan, JAIPUR
P VIJAYAKUMAR, Tamil Maanila Congress  (Moopanar), Accepted, Tamil Nadu, ERODE
Sasikanth Senthil, Indian National Congress, Accepted, Tamil Nadu, TIRUVALLUR
SEKAR  A, Independent, Accepted, Tamil Nadu, SIVAGANGA
KAMAKHYA PRASAD TASA, Bharatiya Janata Party, Accepted, Assam, Kaziranga
DR RAJENDRA RETNAM K, Independent, Accepted, Tamil Nadu, TIRUNELVELI
KUMAR V, Puthiya Makkal Tamil Desam Katchi, Accepted, Tamil Nadu, TIRUNELVELI
MAJID ALI, Bahujan Samaj Party, Accepted, Uttar Pradesh, Saharanpur
MANJUNATHA.R, Independent, Accepted, Tamil Nadu, CHENNAI CENTRAL
ANBIN AMUDHAN. R, Independent, Accepted, Tamil Nadu, TIRUCHIRAPPALLI
MANJU SHARMA, Bharatiya Janata Party, Accepted, Rajasthan, JAIPUR
THOUNAOJAM BASANTA KUMAR SINGH, Bharatiya Janata Party, Accepted, Manipur, Inner Manipur
AJEETHKUMAR S, Independent, Accepted, Tamil Nadu, THENI
VIDHYA RANI, Naam Tamilar Katchi, Accepted, Tamil Nadu, KRISHNAGIRI
MOHD JAMSHED, Independent, Accepted, Uttar Pradesh, Moradabad
DHIRAJ PURUSHOTTAM SHEDMAKE, Janseva Gondwana Party, Accepted, Maharashtra, Gadchiroli - Chimur
KARAN SURESH SAYAM, Independent, Accepted, Maharashtra, Gadchiroli - Chimur
KAMAKHYA PRASAD TASA, Bharatiya Janata Party, Accepted, Assam, Kaziranga
KOSAMALAR. P, Independent, Accepted, Tamil Nadu, KARUR
KULDEEP INDORA, Indian National Congress, Accepted, Rajasthan, GANGANAGAR
THIRUMURUGAN. P., Independent, Accepted, Tamil Nadu, DHARMAPURI
SATHEESH G, Independent, Accepted, Tamil Nadu, NAMAKKAL
SAMUEL T, Independent, Accepted, Tamil Nadu, THOOTHUKKUDI
ELAYARANI. P., Ganasangam Party of India, Accepted, Tamil Nadu, DHARMAPURI
KARTHICK  C, Independent, Accepted, Tamil Nadu, SIVAGANGA
R. ANANDHI, Independent, Accepted, Tamil Nadu, CUDDALORE
SILAMBARASAN D, Independent, Accepted, Tamil Nadu, MAYILADUTHURAI
RAMSWAROOP KOLI, Bharatiya Janata Party, Accepted, Rajasthan, BHARATPUR
MAHAVEER JAIN, Independent, Accepted, Madhya Pradesh, JABALPUR
RAMKUMAR PASI, Bahujan Awam Party, Accepted, Madhya Pradesh, JABALPUR
LALIT YADAV, Indian National Congress, Accepted, Rajasthan, ALWAR
THOUNAOJAM BASANTA KUMAR SINGH, Bharatiya Janata Party, Accepted, Manipur, Inner Manipur
KAMAKHYA PRASAD TASA, Bharatiya Janata Party, Accepted, Assam, Kaziranga
KULDEEP RAI SHARMA, Indian National Congress, Accepted, Andaman & Nicobar Islands, Andaman & Nicobar Islands
MAHESH KUMAR WATTEE, Gondvana Gantantra Party, Accepted, Madhya Pradesh, MANDLA
CHARAN SINGH DHURWEY, Bharat Adivasi Party, Accepted, Madhya Pradesh, MANDLA
ARADADI POSIYYA, Independent, Accepted, Puducherry, PUDUCHERRY
DHANENDRA DEV PAWAR BANWARI SETH, Independent, Accepted, Madhya Pradesh, BALAGHAT
LALIT YADAV, Indian National Congress, Accepted, Rajasthan, ALWAR
DEEPAN CHAKKRAVARTHI S, Independent, Accepted, Tamil Nadu, NAMAKKAL
B DHARMARAJ, Anti Corruption Dynamic Party, Accepted, Tamil Nadu, ERODE
RAJ KUMAR DUWARA, Independent, Accepted, Assam, Jorhat
CHANDAN CHAUHAN, Rashtriya Lok Dal, Accepted, Uttar Pradesh, Bijnor
KARPAGAVALLI P, Independent, Accepted, Tamil Nadu, TENKASI
B. PARTHASARATHY, Desiya Murpokku Dravida Kazhagam, Accepted, Tamil Nadu, CHENNAI CENTRAL
MOHIBBULLAH, Samajwadi Party, Accepted, Uttar Pradesh, Rampur
DINESH YADAV, Indian National Congress, Accepted, Madhya Pradesh, JABALPUR
SOTAI KRI, Independent, Accepted, Arunachal Pradesh, Arunachal East
VIDHYA RANI, Naam Tamilar Katchi, Accepted, Tamil Nadu, KRISHNAGIRI
GAIKWAD MANJUSHA SACHIN, Akhil Bhartiya Parivar Party, Accepted, Maharashtra, Ramtek
VASANTHARAJAN K, Bharatiya Janata Party, Accepted, Tamil Nadu, POLLACHI
SUNIL WANKHEDE, Rashtra Samarpan Party, Accepted, Maharashtra, Nagpur
SUKHDEV, Independent, Accepted, Rajasthan, CHURU
